customer_id,first_name,last_name,email,phone,segment,total_orders,total_spent,average_order_value,customer_lifetime_value,created_at
62,Neha,Deshmukh,neha.deshmukh62@example.in,+919895125977,STANDARD,15,17657.6,1177.17,42646.51,2026-03-03 00:37:04
63,Rajesh,Sharma,rajesh.sharma63@example.in,+919895132217,PRICE_SENSITIVE,8,15191.11,1898.89,22398.15,2026-06-17 00:37:04
64,Rajesh,Verma,rajesh.verma64@example.in,+919827558317,STANDARD,5,27908.66,5581.73,37140.6,2025-11-25 00:37:04
65,Karan,Joshi,karan.joshi65@example.in,+919885283645,VIP,3,6596.15,2198.72,15145.21,2026-06-01 00:37:04
66,Aarav,Nair,aarav.nair66@example.in,+919814835614,STANDARD,4,22728.13,5682.03,43447.38,2025-12-01 00:37:04
67,Aarav,Kumar,aarav.kumar67@example.in,+919851373735,STANDARD,1,1531.41,1531.41,3970.59,2026-01-07 00:37:04
68,Ananya,Deshmukh,ananya.deshmukh68@example.in,+919899514287,VIP,11,81787.22,7435.2,193458.13,2025-09-26 00:37:04
69,Rohan,Reddy,rohan.reddy69@example.in,+919830743797,HIGH_VALUE,5,27249.4,5449.88,64869.55,2026-04-10 00:37:04
70,Rohan,Kumar,rohan.kumar70@example.in,+919834073380,STANDARD,13,58140.93,4472.38,89421.5,2026-03-04 00:37:04
71,Vikram,Patel,vikram.patel71@example.in,+919824508349,PRICE_SENSITIVE,1,7229.12,7229.12,20669.34,2025-11-11 00:37:04
72,Ananya,Deshmukh,ananya.deshmukh72@example.in,+919871780854,STANDARD,9,27384.51,3042.72,49197.05,2026-03-15 00:37:04
73,Ananya,Kumar,ananya.kumar73@example.in,+919898588154,HIGH_VALUE,12,86739.92,7228.33,208236.96,2026-01-22 00:37:04
74,Vikram,Sharma,vikram.sharma74@example.in,+919847463522,STANDARD,12,63782.85,5315.24,85162.63,2025-10-08 00:37:04
75,Neha,Kumar,neha.kumar75@example.in,+919825480907,STANDARD,5,36195.78,7239.16,73006.95,2025-09-15 00:37:04
76,Vikram,Kumar,vikram.kumar76@example.in,+919824549543,NEW,0,0.0,0.0,3654.01,2025-11-29 00:37:04
77,Neha,Verma,neha.verma77@example.in,+919868571795,NEW,0,0.0,0.0,1643.23,2025-10-21 00:37:04
78,Priya,Joshi,priya.joshi78@example.in,+919887388337,HIGH_VALUE,8,36924.03,4615.5,81128.5,2026-06-17 00:37:04
79,Rohan,Kumar,rohan.kumar79@example.in,+919879782527,NEW,0,0.0,0.0,3848.72,2026-03-31 00:37:04
80,Neha,Joshi,neha.joshi80@example.in,+919819391725,STANDARD,10,22793.68,2279.37,40980.56,2026-05-07 00:37:04
81,Vikram,Nair,vikram.nair81@example.in,+919851511484,PRICE_SENSITIVE,10,53722.47,5372.25,127406.5,2025-12-15 00:37:04
82,Vikram,Nair,vikram.nair82@example.in,+919827084279,HIGH_VALUE,13,61910.09,4762.31,84302.21,2025-12-27 00:37:04
83,Aarav,Reddy,aarav.reddy83@example.in,+919886384014,STANDARD,12,29868.21,2489.02,50207.69,2025-10-02 00:37:04
84,Rajesh,Singh,rajesh.singh84@example.in,+919848508907,HIGH_VALUE,13,44827.03,3448.23,109301.12,2025-09-16 00:37:04
85,Meera,Verma,meera.verma85@example.in,+919872409658,PRICE_SENSITIVE,14,90455.19,6461.08,170959.81,2026-03-22 00:37:04
86,Karan,Gupta,karan.gupta86@example.in,+919832775593,VIP,9,37744.94,4193.88,58764.01,2025-10-19 00:37:04
87,Meera,Verma,meera.verma87@example.in,+919822534217,HIGH_VALUE,9,23452.13,2605.79,32465.79,2026-03-16 00:37:04
88,Ananya,Patel,ananya.patel88@example.in,+919813278320,VIP,7,12798.31,1828.33,35820.85,2025-11-08 00:37:04
89,Meera,Sharma,meera.sharma89@example.in,+919871124923,PRICE_SENSITIVE,6,44168.9,7361.48,75318.86,2025-12-25 00:37:04
90,Sanya,Joshi,sanya.joshi90@example.in,+919842747037,HIGH_VALUE,0,0.0,0.0,2712.74,2026-05-16 00:37:04
91,Rohan,Deshmukh,rohan.deshmukh91@example.in,+919833607110,NEW,0,0.0,0.0,4854.48,2025-11-14 00:37:04
92,Rajesh,Nair,rajesh.nair92@example.in,+919843446826,VIP,14,96565.99,6897.57,155383.46,2026-05-02 00:37:04
93,Sanya,Nair,sanya.nair93@example.in,+919885017682,NEW,0,0.0,0.0,2267.69,2026-01-28 00:37:04
94,Sanya,Reddy,sanya.reddy94@example.in,+919877750178,PRICE_SENSITIVE,14,24796.74,1771.2,52449.62,2026-04-19 00:37:04
95,Sanya,Gupta,sanya.gupta95@example.in,+919844788100,HIGH_VALUE,8,45761.79,5720.22,90215.98,2025-10-16 00:37:04
96,Sanya,Deshmukh,sanya.deshmukh96@example.in,+919846855845,PRICE_SENSITIVE,2,10225.11,5112.55,26990.9,2026-02-13 00:37:04
97,Ananya,Singh,ananya.singh97@example.in,+919855076693,STANDARD,2,8774.94,4387.47,24501.58,2026-04-30 00:37:04
98,Aarav,Deshmukh,aarav.deshmukh98@example.in,+919861410126,HIGH_VALUE,6,34365.71,5727.62,75060.59,2026-06-07 00:37:04
99,Rohan,Joshi,rohan.joshi99@example.in,+919854410148,NEW,0,0.0,0.0,4237.44,2025-11-13 00:37:04
100,Rohan,Kumar,rohan.kumar100@example.in,+919837760841,PRICE_SENSITIVE,12,78910.21,6575.85,188292.32,2025-09-13 00:37:04
101,Rajesh,Reddy,rajesh.reddy101@example.in,+919861053877,PRICE_SENSITIVE,0,0.0,0.0,3006.07,2026-01-10 00:37:04
102,Vikram,Joshi,vikram.joshi102@example.in,+919866240084,NEW,0,0.0,0.0,3599.86,2025-10-03 00:37:04
103,Meera,Deshmukh,meera.deshmukh103@example.in,+919875529051,HIGH_VALUE,8,46118.01,5764.75,107612.13,2025-11-28 00:37:04
104,Sanya,Kumar,sanya.kumar104@example.in,+919862191530,STANDARD,12,36419.56,3034.96,62861.54,2026-04-16 00:37:04
105,Sanya,Patel,sanya.patel105@example.in,+919893517915,NEW,0,0.0,0.0,1143.77,2026-06-26 00:37:04
106,Rohan,Reddy,rohan.reddy106@example.in,+919885751409,VIP,2,7983.97,3991.99,17359.13,2025-08-14 00:37:04
107,Rohan,Patel,rohan.patel107@example.in,+919871968116,HIGH_VALUE,1,4931.25,4931.25,7262.42,2026-02-26 00:37:04
108,Rohan,Verma,rohan.verma108@example.in,+919838408562,PRICE_SENSITIVE,10,66695.04,6669.5,112772.1,2026-01-18 00:37:04
109,Rohan,Singh,rohan.singh109@example.in,+919866581473,STANDARD,2,8833.65,4416.82,21306.07,2025-11-11 00:37:04
110,Rajesh,Nair,rajesh.nair110@example.in,+919816990811,STANDARD,7,36201.75,5171.68,48665.47,2025-08-11 00:37:04
111,Priya,Kumar,priya.kumar111@example.in,+919814164775,HIGH_VALUE,6,26910.96,4485.16,54756.58,2026-06-29 00:37:04
112,Meera,Patel,meera.patel112@example.in,+919842016960,HIGH_VALUE,15,89185.28,5945.69,223228.66,2026-05-12 00:37:04
113,Meera,Deshmukh,meera.deshmukh113@example.in,+919872415804,STANDARD,11,32143.91,2922.17,73884.53,2026-04-15 00:37:04
114,Meera,Reddy,meera.reddy114@example.in,+919825372341,HIGH_VALUE,9,34130.57,3792.29,45539.18,2026-05-15 00:37:04
115,Meera,Kumar,meera.kumar115@example.in,+919851870192,NEW,0,0.0,0.0,4343.92,2025-12-29 00:37:04
116,Rohan,Deshmukh,rohan.deshmukh116@example.in,+919820200074,NEW,0,0.0,0.0,2635.81,2025-08-22 00:37:04
117,Ananya,Sharma,ananya.sharma117@example.in,+919850477742,NEW,0,0.0,0.0,1625.75,2026-05-09 00:37:04
118,Meera,Kumar,meera.kumar118@example.in,+919856600900,NEW,0,0.0,0.0,3196.91,2025-12-02 00:37:04
119,Neha,Sharma,neha.sharma119@example.in,+919877908907,STANDARD,0,0.0,0.0,3640.79,2025-12-06 00:37:04
120,Sanya,Sharma,sanya.sharma120@example.in,+919868186525,STANDARD,14,36393.06,2599.5,92798.87,2026-04-22 00:37:04
121,Rohan,Patel,rohan.patel121@example.in,+919880027662,STANDARD,15,69864.83,4657.66,142075.29,2025-11-13 00:37:04
122,Rohan,Reddy,rohan.reddy122@example.in,+919846023439,STANDARD,7,16505.88,2357.98,31476.77,2026-05-26 00:37:04
123,Vikram,Gupta,vikram.gupta123@example.in,+919842730796,PRICE_SENSITIVE,12,7295.41,607.95,11039.34,2026-01-18 00:37:04
124,Rajesh,Gupta,rajesh.gupta124@example.in,+919853622663,HIGH_VALUE,15,12081.99,805.47,31749.39,2026-03-23 00:37:04
125,Neha,Singh,neha.singh125@example.in,+919855679506,STANDARD,8,32450.43,4056.3,46034.17,2025-09-28 00:37:04
126,Rajesh,Nair,rajesh.nair126@example.in,+919835643159,VIP,7,28357.27,4051.04,43149.12,2025-12-13 00:37:04
127,Sanya,Nair,sanya.nair127@example.in,+919842255732,PRICE_SENSITIVE,15,52331.78,3488.79,108235.61,2025-11-22 00:37:04
128,Rajesh,Sharma,rajesh.sharma128@example.in,+919849491631,HIGH_VALUE,12,10077.36,839.78,20503.91,2026-03-07 00:37:04
129,Vikram,Reddy,vikram.reddy129@example.in,+919859529086,PRICE_SENSITIVE,11,47008.74,4273.52,112386.53,2025-12-04 00:37:04
130,Karan,Verma,karan.verma130@example.in,+919857219209,PRICE_SENSITIVE,8,13776.07,1722.01,21364.76,2026-02-03 00:37:04
131,Vikram,Deshmukh,vikram.deshmukh131@example.in,+919826194158,HIGH_VALUE,10,6988.35,698.83,18468.62,2026-05-09 00:37:04
132,Karan,Patel,karan.patel132@example.in,+919835708194,HIGH_VALUE,15,72240.85,4816.06,126716.41,2026-02-18 00:37:04
133,Meera,Nair,meera.nair133@example.in,+919890099897,STANDARD,3,11810.69,3936.9,27316.03,2026-04-01 00:37:04
134,Vikram,Deshmukh,vikram.deshmukh134@example.in,+919858436637,HIGH_VALUE,9,30561.93,3395.77,79484.3,2026-07-02 00:37:04
135,Karan,Patel,karan.patel135@example.in,+919846817443,VIP,1,1968.43,1968.43,3942.73,2025-09-29 00:37:04
136,Vikram,Patel,vikram.patel136@example.in,+919895613415,PRICE_SENSITIVE,3,1909.99,636.66,6258.52,2026-07-03 00:37:04
137,Meera,Singh,meera.singh137@example.in,+919873001391,PRICE_SENSITIVE,14,14474.81,1033.91,27751.52,2026-01-16 00:37:04
138,Aarav,Kumar,aarav.kumar138@example.in,+919843887075,PRICE_SENSITIVE,3,2023.62,674.54,6698.39,2026-06-06 00:37:04
139,Rohan,Gupta,rohan.gupta139@example.in,+919819943140,NEW,0,0.0,0.0,3786.95,2025-08-21 00:37:04
140,Rajesh,Patel,rajesh.patel140@example.in,+919830024960,NEW,0,0.0,0.0,4509.89,2026-02-04 00:37:04
141,Priya,Deshmukh,priya.deshmukh141@example.in,+919825898299,NEW,0,0.0,0.0,4213.92,2025-12-08 00:37:04
142,Meera,Reddy,meera.reddy142@example.in,+919893002706,HIGH_VALUE,12,31383.11,2615.26,48901.38,2025-11-21 00:37:04
143,Sanya,Singh,sanya.singh143@example.in,+919888990506,PRICE_SENSITIVE,9,58961.34,6551.26,149326.05,2025-09-21 00:37:04
144,Meera,Kumar,meera.kumar144@example.in,+919891823275,VIP,6,19740.81,3290.14,45977.32,2025-08-23 00:37:04
145,Ananya,Singh,ananya.singh145@example.in,+919898641164,VIP,5,37403.4,7480.68,89339.88,2026-03-09 00:37:04
146,Aarav,Nair,aarav.nair146@example.in,+919820075036,HIGH_VALUE,0,0.0,0.0,4018.17,2025-12-12 00:37:04
147,Sanya,Reddy,sanya.reddy147@example.in,+919873070585,STANDARD,1,1273.43,1273.43,6043.26,2026-03-13 00:37:04
148,Vikram,Singh,vikram.singh148@example.in,+919870939053,VIP,7,46889.02,6698.43,80357.77,2026-02-24 00:37:04
149,Meera,Deshmukh,meera.deshmukh149@example.in,+919867061186,VIP,7,23933.09,3419.01,33678.43,2025-08-12 00:37:04
150,Aarav,Singh,aarav.singh150@example.in,+919829090631,VIP,1,1184.65,1184.65,6713.59,2026-04-16 00:37:04
151,Vikram,Reddy,vikram.reddy151@example.in,+919886397676,STANDARD,14,106813.75,7629.55,211330.22,2026-05-07 00:37:04
152,Sanya,Singh,sanya.singh152@example.in,+919864023778,STANDARD,15,57950.12,3863.34,93943.88,2025-11-27 00:37:04
153,Priya,Reddy,priya.reddy153@example.in,+919815350023,PRICE_SENSITIVE,10,55438.88,5543.89,124917.02,2025-09-03 00:37:04
154,Vikram,Kumar,vikram.kumar154@example.in,+919822257687,HIGH_VALUE,0,0.0,0.0,1364.82,2026-02-22 00:37:04
155,Meera,Kumar,meera.kumar155@example.in,+919833513701,PRICE_SENSITIVE,14,58914.13,4208.15,78303.41,2026-02-17 00:37:04
156,Aarav,Reddy,aarav.reddy156@example.in,+919868503492,PRICE_SENSITIVE,2,7622.96,3811.48,20348.22,2025-11-11 00:37:04
157,Neha,Joshi,neha.joshi157@example.in,+919854735895,STANDARD,3,4134.01,1378.0,9775.32,2026-04-18 00:37:04
158,Neha,Joshi,neha.joshi158@example.in,+919876500726,STANDARD,12,61639.63,5136.64,83407.09,2025-10-01 00:37:04
159,Rajesh,Gupta,rajesh.gupta159@example.in,+919821819185,STANDARD,8,46058.15,5757.27,63913.95,2026-01-25 00:37:04
160,Priya,Joshi,priya.joshi160@example.in,+919879067939,VIP,14,81155.43,5796.82,107308.34,2025-12-10 00:37:04
161,Rajesh,Deshmukh,rajesh.deshmukh161@example.in,+919879583757,STANDARD,15,118496.95,7899.8,202333.85,2025-08-23 00:37:04
162,Sanya,Kumar,sanya.kumar162@example.in,+919837321124,STANDARD,4,26383.99,6596.0,69094.64,2026-02-12 00:37:04
163,Sanya,Gupta,sanya.gupta163@example.in,+919826297533,VIP,7,43052.35,6150.34,74055.35,2026-04-19 00:37:04
164,Vikram,Nair,vikram.nair164@example.in,+919811835355,NEW,0,0.0,0.0,3233.62,2025-12-13 00:37:04
165,Priya,Deshmukh,priya.deshmukh165@example.in,+919825228493,PRICE_SENSITIVE,3,11045.0,3681.67,27712.67,2025-08-12 00:37:04
166,Aarav,Gupta,aarav.gupta166@example.in,+919849172995,NEW,0,0.0,0.0,1045.41,2026-02-20 00:37:04
167,Rohan,Gupta,rohan.gupta167@example.in,+919873380266,HIGH_VALUE,14,56209.37,4014.95,73040.72,2025-09-30 00:37:04
168,Aarav,Joshi,aarav.joshi168@example.in,+919835583290,NEW,0,0.0,0.0,3596.84,2025-10-22 00:37:04
169,Aarav,Sharma,aarav.sharma169@example.in,+919847077298,PRICE_SENSITIVE,10,60953.37,6095.34,124218.51,2025-10-23 00:37:04
170,Vikram,Kumar,vikram.kumar170@example.in,+919847962005,STANDARD,15,49672.94,3311.53,82531.73,2026-04-24 00:37:04
171,Sanya,Nair,sanya.nair171@example.in,+919875007200,STANDARD,10,21769.69,2176.97,54432.01,2025-09-30 00:37:04
172,Karan,Joshi,karan.joshi172@example.in,+919871115319,STANDARD,6,46644.55,7774.09,63155.16,2026-03-09 00:37:04
173,Meera,Joshi,meera.joshi173@example.in,+919841348220,PRICE_SENSITIVE,1,4457.76,4457.76,12398.81,2026-01-28 00:37:04
174,Sanya,Joshi,sanya.joshi174@example.in,+919861818612,HIGH_VALUE,15,69808.61,4653.91,174828.08,2026-06-21 00:37:04
175,Aarav,Nair,aarav.nair175@example.in,+919889212676,STANDARD,3,15661.47,5220.49,35777.31,2025-11-26 00:37:04
176,Priya,Nair,priya.nair176@example.in,+919871327848,VIP,4,20826.74,5206.69,45416.9,2025-12-12 00:37:04
177,Aarav,Sharma,aarav.sharma177@example.in,+919873013961,STANDARD,10,8408.48,840.85,17963.03,2025-08-24 00:37:04
178,Rohan,Sharma,rohan.sharma178@example.in,+919854099326,NEW,0,0.0,0.0,2822.63,2025-12-27 00:37:04
179,Neha,Gupta,neha.gupta179@example.in,+919882613940,VIP,2,10301.99,5150.99,17829.72,2026-03-11 00:37:04
180,Vikram,Deshmukh,vikram.deshmukh180@example.in,+919822130508,PRICE_SENSITIVE,3,11933.21,3977.74,23136.1,2025-08-19 00:37:04
181,Priya,Gupta,priya.gupta181@example.in,+919832329103,STANDARD,0,0.0,0.0,4897.58,2026-06-16 00:37:04
182,Neha,Kumar,neha.kumar182@example.in,+919849375156,STANDARD,11,86862.39,7896.58,186216.44,2025-12-01 00:37:04
183,Aarav,Deshmukh,aarav.deshmukh183@example.in,+919881291936,PRICE_SENSITIVE,5,14107.29,2821.46,35592.24,2026-04-13 00:37:04
184,Aarav,Sharma,aarav.sharma184@example.in,+919891804602,PRICE_SENSITIVE,7,12037.39,1719.63,32989.76,2025-10-28 00:37:04
185,Meera,Patel,meera.patel185@example.in,+919841163805,PRICE_SENSITIVE,8,60987.99,7623.5,134177.49,2025-11-16 00:37:04
186,Vikram,Kumar,vikram.kumar186@example.in,+919872445234,STANDARD,5,18184.11,3636.82,48334.29,2026-06-02 00:37:04
187,Sanya,Verma,sanya.verma187@example.in,+919888862539,STANDARD,13,10908.82,839.14,15970.36,2026-03-03 00:37:04
188,Sanya,Singh,sanya.singh188@example.in,+919836738452,PRICE_SENSITIVE,15,98687.25,6579.15,246687.4,2026-05-16 00:37:04
189,Ananya,Joshi,ananya.joshi189@example.in,+919886762164,STANDARD,9,44603.82,4955.98,80490.19,2026-02-08 00:37:04
190,Rajesh,Joshi,rajesh.joshi190@example.in,+919846840133,VIP,1,6815.89,6815.89,18481.99,2025-09-02 00:37:04
191,Sanya,Singh,sanya.singh191@example.in,+919840885967,NEW,0,0.0,0.0,2093.63,2026-01-10 00:37:04
192,Ananya,Deshmukh,ananya.deshmukh192@example.in,+919893334601,STANDARD,4,3691.26,922.82,12830.62,2025-08-22 00:37:04
193,Priya,Kumar,priya.kumar193@example.in,+919851464269,PRICE_SENSITIVE,1,7997.88,7997.88,23181.47,2025-09-16 00:37:04
194,Neha,Patel,neha.patel194@example.in,+919822097496,STANDARD,10,62674.06,6267.41,156583.45,2025-12-09 00:37:04
195,Aarav,Deshmukh,aarav.deshmukh195@example.in,+919827738187,NEW,0,0.0,0.0,2802.18,2026-01-03 00:37:04
196,Karan,Nair,karan.nair196@example.in,+919846578001,HIGH_VALUE,8,11749.56,1468.7,32096.77,2025-11-05 00:37:04
197,Vikram,Verma,vikram.verma197@example.in,+919825457816,PRICE_SENSITIVE,2,4429.64,2214.82,12656.1,2026-04-28 00:37:04
198,Ananya,Joshi,ananya.joshi198@example.in,+919884801233,STANDARD,2,6372.44,3186.22,12273.95,2025-12-19 00:37:04
199,Rajesh,Singh,rajesh.singh199@example.in,+919882017516,VIP,14,61632.31,4402.31,138919.12,2026-01-02 00:37:04
200,Vikram,Reddy,vikram.reddy200@example.in,+919861140376,STANDARD,3,20674.08,6891.36,42885.87,2026-03-12 00:37:04
201,Sanya,Kumar,sanya.kumar201@example.in,+919893154172,NEW,0,0.0,0.0,2613.93,2026-01-23 00:37:04
202,Meera,Deshmukh,meera.deshmukh202@example.in,+919896926431,VIP,14,21071.6,1505.11,30094.91,2026-02-05 00:37:04
203,Rohan,Sharma,rohan.sharma203@example.in,+919828760553,VIP,1,5152.32,5152.32,12750.58,2026-02-04 00:37:04
204,Sanya,Sharma,sanya.sharma204@example.in,+919823044889,HIGH_VALUE,4,6091.14,1522.79,9826.9,2025-12-23 00:37:04
205,Sanya,Verma,sanya.verma205@example.in,+919899991136,NEW,0,0.0,0.0,2568.98,2025-12-07 00:37:04
206,Meera,Patel,meera.patel206@example.in,+919865684858,VIP,15,56715.93,3781.06,137116.4,2025-08-28 00:37:04
207,Rohan,Singh,rohan.singh207@example.in,+919814391105,STANDARD,6,26129.53,4354.92,60561.03,2025-11-24 00:37:04
